	10CA_S168pdamsymd.sam.counts	10CL_S148pdamsymd.sam.counts	10NA_S169pdamsymd.sam.counts	10NL_S149pdamsymd.sam.counts	1CA_S150pdamsymd.sam.counts	1NA_S151pdamsymd.sam.counts	1NL_S136pdamsymd.sam.counts	2CA_S152pdamsymd.sam.counts	2NA_S153pdamsymd.sam.counts	3CA_S154pdamsymd.sam.counts	3CL_S137pdamsymd.sam.counts	3NA_S155pdamsymd.sam.counts	3NL_S138pdamsymd.sam.counts	4CA_S156pdamsymd.sam.counts	4CL_S139pdamsymd.sam.counts	4NA_S157pdamsymd.sam.counts	5CA_S158pdamsymd.sam.counts	5CL_S140pdamsymd.sam.counts	5NA_S159pdamsymd.sam.counts	6CA_S160pdamsymd.sam.counts	6CL_S141pdamsymd.sam.counts	6NA_S161pdamsymd.sam.counts	6NL_S142pdamsymd.sam.counts	7CA_S162pdamsymd.sam.counts	7CL_S143pdamsymd.sam.counts	7NA_S163pdamsymd.sam.counts	8CA_S164pdamsymd.sam.counts	8CL_S144pdamsymd.sam.counts	8NA_S165pdamsymd.sam.counts	8NL_S145pdamsymd.sam.counts	9CA_S166pdamsymd.sam.counts	9CL_S146pdamsymd.sam.counts	9NA_S167pdamsymd.sam.counts	9NL_S147pdamsymd.sam.counts	
isogroup00000181	0	1	0	1	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	
isogroup00000182	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup00000183	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00000185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00000187	4	12	5	15	10	14	15	14	14	10	15	10	13	1	12	14	5	20	8	10	19	6	9	7	6	10	19	18	13	12	7	7	8	16	
isogroup00000188	28	23	24	25	19	32	20	24	9	21	27	10	18	28	33	12	27	29	26	22	22	13	22	12	21	36	15	20	15	18	12	20	27	13	
isogroup00000189	13	27	10	31	14	22	34	13	7	10	19	10	29	15	33	20	9	26	14	14	29	9	32	6	19	16	19	34	16	38	12	16	14	11	
isogroup00000190	103	67	92	80	101	102	80	121	53	65	67	45	92	62	93	82	67	82	64	68	80	65	85	56	61	102	95	65	85	81	65	54	72	45	
isogroup00000191	105	84	104	88	92	84	61	126	76	99	69	65	92	98	58	98	100	96	76	89	84	72	67	59	65	137	113	90	93	62	109	63	107	76	
isogroup00000192	5	5	1	16	5	6	6	3	7	4	7	0	14	4	10	5	4	12	3	6	9	6	5	2	5	5	4	11	2	11	2	7	6	6	
isogroup00000194	3	0	1	2	2	4	2	2	1	4	2	1	3	2	0	3	5	1	4	1	2	3	0	2	1	5	4	5	2	3	0	1	3	0	
isogroup00000195	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	
isogroup00000196	94	130	79	112	63	76	87	97	56	70	113	47	128	68	129	61	87	141	57	73	106	60	107	42	94	94	87	95	74	101	63	81	88	121	
isogroup00000197	103	140	65	102	72	69	106	99	85	71	102	70	132	39	97	81	80	109	52	64	126	43	98	40	119	83	93	129	64	122	46	96	59	127	
isogroup00000198	2	11	1	7	5	2	3	0	1	4	7	0	12	7	8	2	4	4	0	2	7	2	4	1	2	1	1	6	1	2	3	1	3	12	
isogroup00000199	18	27	22	23	18	16	11	8	8	8	22	9	18	16	19	14	20	19	10	20	25	13	14	8	14	18	11	19	14	13	10	13	20	15	
isogroup00000200	2	9	3	4	5	2	2	8	4	11	7	3	8	6	4	5	1	2	1	5	7	4	5	5	4	7	6	6	5	2	7	7	9	6	
isogroup00000201	146	135	180	157	161	164	90	234	173	175	90	149	127	127	100	166	170	105	117	141	153	149	111	137	91	206	188	76	148	72	158	116	152	236	
isogroup00000202	19	34	17	25	17	11	33	66	71	16	27	13	32	24	18	21	11	28	14	21	25	16	24	8	22	34	26	27	25	34	17	29	37	22	
isogroup00000203	92	33	83	30	61	88	17	165	105	87	31	52	50	76	16	57	70	38	37	87	22	48	23	57	20	90	73	33	45	37	55	27	86	22	
isogroup00000204	35	20	17	26	25	34	11	15	12	29	12	11	20	40	11	21	24	24	20	33	8	15	12	19	11	36	37	20	23	18	36	23	40	7	
isogroup00000206	119	80	153	84	167	186	82	158	104	102	95	121	95	133	108	169	111	94	133	146	91	124	104	100	79	171	211	92	155	71	177	74	145	108	
isogroup00000207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00000208	0	1	0	0	1	37	14	0	1	0	0	0	1	1	0	30	0	0	1	1	0	0	0	0	0	1	34	15	33	17	0	2	1	0	
isogroup00000209	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	3	0	1	0	0	0	1	0	
isogroup00000210	5	7	5	9	4	4	7	13	8	3	4	8	6	5	8	7	5	7	0	7	8	4	7	4	6	16	6	7	3	8	2	7	6	10	
isogroup00000211	15	6	10	2	1	1	2	8	2	9	4	4	6	9	2	2	7	4	10	8	6	4	4	7	1	7	6	7	7	4	2	3	8	7	
isogroup00000212	0	0	1	0	0	0	1	1	1	3	0	0	0	0	2	1	2	0	2	1	1	0	0	0	1	1	1	0	0	1	2	2	0	0	
isogroup00000213	1	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup00000214	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	
isogroup00000215	1	7	1	13	3	1	6	2	2	2	5	2	4	2	3	7	1	9	3	2	7	3	8	0	3	0	3	8	4	3	7	4	3	13	
isogroup00000216	1	0	1	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
isogroup00000217	1	0	0	0	0	14	0	2	7	4	0	4	0	1	0	8	2	0	4	6	0	0	0	1	0	2	12	1	2	0	4	0	0	0	
isogroup00000218	15	1	11	1	26	10	5	9	10	9	3	13	4	6	2	16	19	1	15	11	2	12	2	18	2	9	14	6	4	4	11	3	3	0	
isogroup00000219	39	35	28	76	35	35	28	33	11	21	54	13	50	31	52	30	25	75	15	31	49	23	43	18	45	38	39	48	15	35	26	37	29	41	
isogroup00000220	0	5	3	4	0	0	1	1	0	1	2	0	3	0	5	0	0	1	1	1	0	1	5	1	2	0	0	4	1	4	4	3	2	3	
isogroup00000221	277	874	224	468	272	252	485	765	290	344	628	282	643	186	400	213	300	478	200	267	489	320	571	149	369	287	264	358	156	399	143	476	318	832	
isogroup00000222	110	46	103	67	107	153	69	203	241	175	32	102	58	120	33	112	122	64	111	123	60	121	48	66	73	179	206	62	141	41	109	54	139	33	
isogroup00000223	50	9	26	11	16	21	32	30	27	55	6	30	3	46	6	22	37	11	31	45	13	22	10	32	30	42	23	13	19	16	19	10	25	1	
isogroup00000224	0	4	1	2	1	0	0	1	1	0	2	0	4	0	3	0	0	1	0	0	2	0	6	0	4	0	0	1	0	3	2	1	0	2	
isogroup00000225	1	43	0	36	0	1	7	1	0	1	23	1	39	0	24	0	0	29	0	0	23	0	21	0	10	0	0	13	0	7	0	20	0	35	
isogroup00000226	3	3	1	4	0	1	0	1	1	2	4	1	4	0	1	0	1	2	0	0	3	1	3	0	2	2	2	1	0	2	1	3	0	5	
isogroup00000227	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	
isogroup00000228	23	35	33	37	24	36	21	22	11	28	21	18	27	25	26	23	40	28	26	16	21	20	25	20	29	40	33	27	39	25	36	18	26	32	
isogroup00000229	3	0	2	0	6	5	1	16	23	4	0	1	1	6	0	10	6	0	8	9	0	1	0	5	0	11	11	1	11	0	5	0	4	0	
isogroup00000230	9	8	4	11	11	10	11	7	2	2	8	5	6	6	7	10	2	16	5	3	11	4	4	3	8	12	10	12	9	5	3	6	9	7	
isogroup00000231	0	5	3	5	1	1	10	4	5	1	4	1	4	0	5	1	0	9	1	1	6	2	3	2	19	2	4	9	2	4	1	4	3	2	
isogroup00000233	37	12	29	13	37	36	13	61	24	39	16	38	19	31	20	53	35	16	34	36	20	35	13	20	8	44	37	13	27	7	48	8	38	14	
isogroup00000234	32	16	30	20	39	25	8	31	19	20	16	26	15	23	20	28	30	34	29	20	26	35	19	27	18	40	37	16	32	15	36	15	38	13	
isogroup00000235	9	12	14	19	23	36	13	21	13	19	9	26	23	15	9	20	29	16	15	24	20	19	16	12	11	18	21	12	13	10	12	10	22	12	
isogroup00000236	38	30	39	33	45	42	27	30	20	20	33	20	33	31	27	22	33	23	21	45	32	33	33	25	29	29	53	36	31	27	28	21	39	26	
isogroup00000237	0	1	0	0	0	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	
isogroup00000238	144	169	110	157	205	149	159	215	79	95	144	68	172	116	188	125	98	149	95	116	151	93	153	125	194	197	116	169	113	204	83	118	136	134	
isogroup00000239	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	
isogroup00000240	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	
isogroup00000241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00000242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00000244	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	
isogroup00000246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00000247	0	1	0	9	4	3	3	0	1	1	2	3	4	2	2	2	2	6	2	0	4	1	4	0	2	2	2	2	0	2	1	1	1	2	
isogroup00000248	3	3	0	2	3	8	1	2	2	5	3	0	3	3	5	1	4	3	2	5	2	2	3	0	4	5	1	2	3	2	1	2	3	4	
isogroup00000249	1	82	0	91	3	15	61	1	3	2	66	3	108	1	72	0	0	86	1	0	69	0	83	1	85	3	1	209	0	156	1	76	0	62	
isogroup00000250	1	0	1	0	2	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	2	0	2	1	0	0	2	1	0	1	0	
isogroup00000252	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	
isogroup00000253	29	24	40	28	26	38	22	27	17	17	18	18	21	29	22	24	19	22	21	33	30	23	24	15	24	22	26	22	18	17	24	21	46	16	
isogroup00000254	82	50	44	62	9	44	33	39	23	38	29	30	59	39	57	16	45	69	29	52	58	24	51	3	9	10	18	31	12	24	44	29	50	32	
isogroup00000255	0	1	0	0	0	2	0	2	0	2	0	0	0	0	1	1	0	1	0	1	0	0	2	0	2	0	2	1	0	0	0	0	0	0	
isogroup00000256	1110	1310	1498	1361	1044	1079	903	1065	659	1264	1008	1109	1490	1786	1124	1122	1176	1345	1221	1575	1247	1134	1280	784	984	1445	1243	1036	1035	1004	1411	1096	1842	926	
isogroup00000257	17	7	21	1	7	23	3	14	4	18	4	14	9	12	5	5	21	2	15	20	4	15	2	12	1	5	9	4	3	2	10	5	33	3	
isogroup00000258	280	207	247	225	276	317	164	466	501	270	172	311	240	206	175	306	261	196	267	230	205	226	197	176	199	384	335	213	257	265	164	148	293	211	
isogroup00000259	0	2	4	5	5	6	2	9	3	1	5	7	4	1	2	4	6	6	2	4	6	2	7	3	3	1	7	0	4	3	3	4	1	4	
isogroup00000260	125	18	81	26	69	116	13	54	44	60	17	55	22	105	24	54	83	46	68	132	17	30	24	55	24	126	90	32	65	20	59	31	86	23	
isogroup00000261	34	80	48	89	74	36	66	41	29	29	66	39	75	73	69	66	27	90	39	31	76	81	80	31	75	43	68	77	45	73	74	60	69	67	
isogroup00000262	7	16	5	8	7	6	8	9	0	7	8	3	8	8	5	6	7	11	7	8	9	4	6	7	5	8	4	6	3	17	9	11	12	10	
isogroup00000263	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	
isogroup00000264	4	4	4	3	1	0	4	0	0	0	1	1	6	0	6	6	1	2	1	1	4	0	8	2	4	1	2	5	2	3	3	3	3	8	
isogroup00000266	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	
isogroup00000267	6	12	10	9	9	7	10	2	2	1	4	1	13	5	17	11	5	5	4	2	10	5	11	5	11	4	12	9	7	8	8	6	9	7	
isogroup00000268	5	10	8	10	5	11	13	11	7	5	15	6	15	5	13	6	9	15	4	2	12	2	14	5	8	6	4	17	4	12	9	5	8	17	
isogroup00000269	77	94	94	116	84	118	91	131	140	72	88	49	131	80	123	73	79	127	68	87	103	51	118	81	112	112	81	151	83	101	63	82	97	113	
isogroup00000270	0	13	2	10	4	5	6	0	6	2	8	3	15	2	9	4	4	10	4	5	7	3	11	5	14	4	7	6	6	6	3	8	4	21	
isogroup00000271	85	101	58	98	85	108	77	236	77	108	95	101	104	71	95	74	83	115	57	94	123	89	57	66	77	106	93	68	56	39	66	67	100	95	
isogroup00000272	6	4	7	4	3	4	7	6	2	5	4	2	4	4	5	2	4	4	4	4	2	3	2	7	0	8	6	2	3	6	4	1	4	4	
isogroup00000273	30	22	24	18	27	26	15	29	14	17	10	22	16	27	14	22	22	20	22	37	21	29	12	21	7	36	42	8	21	13	33	13	29	22	
isogroup00000274	4	2	1	4	1	4	4	3	0	2	1	1	5	1	3	1	3	6	3	3	3	4	5	1	4	4	2	1	3	1	3	2	9	0	
isogroup00000275	31	22	28	27	24	21	14	32	8	22	15	18	32	34	17	30	24	18	17	32	25	26	19	25	17	33	22	15	25	21	45	17	37	18	
isogroup00000276	3	0	1	1	3	4	5	5	2	5	1	2	4	1	7	0	3	7	4	3	6	1	3	6	1	4	5	3	2	5	3	5	3	1	
isogroup00000277	22	20	19	36	15	24	16	16	18	18	16	15	29	20	23	13	12	33	21	27	27	17	30	13	21	22	27	29	15	14	20	14	18	23	
isogroup00000278	1	4	1	0	0	2	1	5	1	1	0	1	0	0	0	2	0	0	1	0	0	0	1	0	2	5	0	1	0	1	0	1	0	2	
isogroup00000279	89	86	110	117	150	168	73	128	135	113	66	156	118	160	88	120	146	99	130	98	92	115	85	132	98	155	139	119	142	96	146	86	145	74	
isogroup00000280	121	182	170	197	185	318	111	223	313	165	148	212	168	159	157	166	178	154	188	181	180	200	166	133	139	196	223	163	218	107	148	170	181	136	
isogroup00000281	0	7	6	9	7	5	2	7	4	3	2	5	5	13	3	1	1	5	6	4	3	7	9	2	8	3	8	8	1	5	12	6	5	8	
isogroup00000282	0	0	0	3	3	0	2	0	0	1	1	0	2	2	2	1	0	1	1	0	1	2	3	0	1	1	2	3	2	0	3	2	2	3	
isogroup00000283	4	0	2	0	0	3	0	0	1	1	3	1	1	1	1	1	1	4	1	0	3	2	3	0	0	1	0	0	1	1	2	0	2	0	
isogroup00000284	21	51	21	38	19	25	27	21	24	23	47	16	37	26	40	24	22	54	21	24	54	8	50	19	30	29	22	50	20	32	29	34	35	46	
isogroup00000285	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00000286	38	65	27	27	34	44	43	62	31	53	47	32	54	32	28	27	45	29	31	29	29	44	38	11	20	35	40	10	21	15	25	33	38	69	
isogroup00000287	2	3	3	1	2	4	1	5	0	5	3	0	0	0	1	1	3	1	2	3	0	2	1	2	1	2	2	1	2	0	3	2	1	3	
isogroup00000288	57	9	29	23	25	43	12	68	25	40	17	34	31	35	9	21	52	24	16	51	20	16	15	21	19	50	25	13	15	10	20	18	34	5	
isogroup00000289	6	3	4	2	4	1	2	2	2	6	3	5	1	7	1	6	4	4	5	7	2	1	4	3	0	12	8	4	3	1	6	2	8	1	
isogroup00000290	3	2	2	1	0	4	0	2	0	5	0	1	3	3	0	0	3	0	2	4	1	8	0	2	1	6	3	0	2	0	0	0	8	0	
isogroup00000291	97	194	187	207	162	178	133	240	108	186	152	129	202	183	163	151	154	232	122	212	235	141	155	104	151	223	169	186	124	139	203	165	252	164	
isogroup00000292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	
isogroup00000293	1	1	3	6	1	2	0	0	2	2	0	0	0	1	8	0	2	0	1	1	4	1	1	1	6	0	0	4	0	5	1	0	1	4	
isogroup00000294	1	2	0	1	2	1	0	0	0	3	2	0	1	0	2	1	0	2	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	
isogroup00000295	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	
isogroup00000296	161	60	199	76	200	220	36	256	145	210	59	178	60	207	58	141	178	78	157	206	57	165	54	141	53	231	189	59	152	46	183	62	223	46	
isogroup00000297	69	71	75	66	103	61	39	69	43	59	70	93	77	77	50	105	62	67	72	62	93	65	61	81	78	126	108	66	86	58	95	58	77	76	
isogroup00000298	174	136	187	157	174	260	125	401	516	175	105	133	150	142	143	170	168	173	131	188	166	162	183	126	129	209	172	154	140	135	128	123	134	102	
isogroup00000299	30	38	23	28	28	38	18	38	42	37	27	28	40	22	39	31	36	30	21	18	36	19	32	18	21	28	29	45	32	22	28	41	29	27	
isogroup00000300	20	25	24	22	38	13	20	25	5	24	33	20	37	13	21	21	19	20	16	26	26	20	20	17	24	32	36	25	35	18	20	15	19	21	
isogroup00000301	4	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0	1	0	3	0	1	0	
isogroup00000302	32	46	19	54	19	20	34	27	12	18	35	14	41	23	44	25	21	49	14	26	56	11	45	14	44	40	27	55	16	54	19	36	26	30	
isogroup00000303	0	2	1	1	1	1	0	1	0	1	2	1	2	3	5	0	2	1	2	2	2	1	2	0	3	1	0	0	0	3	1	1	0	2	
isogroup00000304	195	218	206	212	272	357	156	554	511	304	178	262	224	166	251	245	335	229	234	318	249	204	244	98	237	197	271	243	218	220	117	163	260	136	
isogroup00000305	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00000306	14	9	18	7	8	34	8	33	27	27	8	12	8	20	5	6	22	12	8	33	9	8	8	14	4	19	22	5	16	8	20	5	20	4	
isogroup00000307	1	5	1	4	2	4	4	0	0	0	2	2	1	2	0	2	3	3	3	2	2	2	0	0	2	1	2	0	4	2	1	0	5	0	
isogroup00000308	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	
isogroup00000309	2	1	12	1	0	4	0	13	6	2	1	2	0	7	0	2	3	0	1	1	0	3	0	3	1	4	3	0	0	0	4	0	5	0	
isogroup00000310	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00000311	34	0	55	2	31	26	1	54	28	24	1	16	3	35	0	32	26	1	12	39	0	17	1	19	3	52	21	2	30	1	24	2	79	4	
isogroup00000312	1	0	0	0	1	2	0	0	1	0	1	0	1	0	3	1	1	3	0	0	0	1	2	1	0	2	2	1	1	0	2	1	1	0	
isogroup00000313	26	21	31	47	31	17	13	24	6	31	15	16	35	17	21	21	33	24	18	28	31	28	23	15	24	31	23	29	18	28	35	23	37	19	
isogroup00000315	2	5	2	6	2	0	5	1	0	1	4	1	3	2	7	0	2	2	0	1	3	2	4	1	2	0	0	2	0	4	0	0	2	4	
isogroup00000316	20	10	14	9	8	18	1	11	9	13	7	23	13	19	8	5	12	10	11	15	9	17	8	8	1	18	9	6	7	5	20	5	24	4	
isogroup00000317	74	60	91	57	79	82	36	76	44	92	43	99	57	76	65	74	49	64	76	73	69	55	42	57	44	88	89	47	84	39	90	49	80	45	
isogroup00000318	9	1	6	0	2	7	0	5	2	6	0	3	0	5	0	3	4	0	1	3	1	3	0	8	0	5	5	0	5	0	1	0	5	0	
isogroup00000319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
isogroup00000320	8	18	12	21	4	18	12	16	7	8	13	8	15	10	11	8	5	11	12	15	16	3	9	6	7	9	9	9	3	10	9	10	13	17	
isogroup00000321	26	38	17	27	22	25	11	44	26	25	23	18	29	16	37	24	25	32	16	17	29	22	31	19	28	38	22	32	19	37	9	25	20	32	
isogroup00000322	1	1	1	0	2	0	2	1	1	0	1	0	2	0	0	0	1	1	0	0	3	1	0	2	0	1	0	3	1	1	0	0	0	1	
isogroup00000323	22	108	66	88	82	19	68	54	70	28	69	47	89	49	87	92	32	89	40	37	99	48	97	37	72	57	69	59	40	62	63	72	27	86	
isogroup00000324	37	82	58	68	60	37	55	29	11	34	55	34	78	58	47	51	41	58	35	42	73	65	56	29	56	45	43	53	47	41	41	53	59	72	
isogroup00000325	66	136	76	96	78	99	88	133	91	92	91	85	118	69	96	66	99	106	59	89	108	73	100	43	63	85	84	50	51	64	45	69	93	117	
isogroup00000326	74	69	71	78	81	81	47	74	56	63	58	89	59	75	70	87	60	69	73	64	73	82	78	40	55	75	102	40	78	36	92	39	65	76	
isogroup00000327	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	
isogroup00000328	2	7	8	9	7	7	10	7	36	17	10	7	18	2	13	3	3	10	5	1	23	4	27	8	9	4	19	11	4	72	1	33	0	2	
isogroup00000329	0	0	1	0	1	0	2	0	1	0	0	0	2	0	0	0	2	0	0	0	3	0	1	0	1	1	3	3	0	2	0	0	0	2	
isogroup00000330	54	292	43	195	48	58	196	120	37	57	229	46	264	38	161	46	48	191	36	39	215	59	174	25	189	35	60	106	25	138	33	167	72	310	
isogroup00000331	0	0	1	0	4	1	0	1	1	0	0	0	0	2	1	1	0	1	0	1	0	0	0	2	1	1	0	0	5	1	0	1	0	0	
isogroup00000332	55	74	68	79	44	83	66	54	26	49	69	31	67	53	76	52	58	91	47	43	83	47	63	31	49	64	54	49	30	56	37	46	56	45	
isogroup00000333	1	1	1	1	1	1	0	0	0	3	3	3	3	2	3	1	2	0	4	1	2	2	2	0	3	4	0	0	1	2	3	0	1	2	
isogroup00000334	1	3	3	3	2	0	0	1	1	1	1	2	4	2	2	1	2	2	1	0	4	0	1	2	1	2	0	1	1	2	2	2	3	1	
isogroup00000335	17	86	24	41	51	29	63	76	25	19	73	22	55	13	53	26	17	54	21	13	56	19	65	18	82	24	28	50	23	51	18	42	22	86	
isogroup00000336	4	13	5	7	5	5	3	9	3	6	5	2	8	5	7	3	5	7	6	5	8	4	3	4	7	6	5	5	4	5	2	5	5	8	
isogroup00000337	74	49	54	38	75	75	28	34	19	37	39	62	33	54	37	58	51	51	66	59	35	60	47	47	27	90	80	30	79	37	63	38	60	37	
isogroup00000338	21	18	24	21	28	30	12	14	8	30	15	29	23	27	16	25	20	25	36	27	25	33	19	29	11	25	24	17	11	16	24	11	35	17	
isogroup00000339	45	41	43	61	55	31	40	41	12	36	54	30	56	35	69	43	44	54	30	42	50	28	61	49	61	62	43	41	31	42	41	29	47	40	
isogroup00000340	125	67	106	102	128	104	52	162	121	124	76	78	113	85	98	102	134	105	75	94	97	61	88	84	82	170	153	91	95	92	75	67	77	63	
isogroup00000341	46	30	28	36	28	29	17	6	19	20	15	26	34	16	19	14	25	35	28	34	19	17	32	19	18	26	38	28	22	26	16	34	16	34	
isogroup00000342	4	6	7	6	2	5	2	7	5	6	0	3	4	5	1	2	5	1	6	8	2	3	5	1	2	0	8	0	4	2	6	2	5	6	
isogroup00000343	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	
isogroup00000344	0	0	0	1	0	1	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	2	
isogroup00000345	2	6	0	10	1	3	13	0	0	8	5	0	44	1	8	0	0	20	0	0	76	1	31	0	11	5	0	51	0	130	1	53	0	5	
isogroup00000346	0	4	3	3	0	8	1	2	0	3	3	1	2	1	3	5	1	4	3	3	2	0	10	1	3	2	3	6	5	9	2	2	0	0	
isogroup00000347	27	1	57	0	45	15	0	4	3	11	1	21	0	20	2	25	20	0	33	16	1	70	0	3	1	25	23	0	58	1	39	0	97	0	
isogroup00000348	2	0	3	0	11	1	0	0	2	1	0	0	0	4	0	6	0	0	1	0	0	16	0	4	0	2	9	1	12	0	7	0	14	0	
isogroup00000349	19	33	25	27	37	21	23	6	4	5	26	18	37	13	38	25	10	46	24	16	35	23	38	7	93	12	22	97	22	84	26	27	36	26	
isogroup00000350	1	0	1	0	1	0	0	0	1	0	1	0	1	2	0	1	1	0	2	0	0	1	0	0	1	0	0	1	3	1	4	1	10	1	
isogroup00000351	680	2390	956	4036	1279	735	4293	350	760	469	2921	564	3915	1220	3752	1319	438	4784	1010	1007	4234	1050	4868	307	5312	1085	1501	4411	1965	6681	668	3247	1552	1300	
isogroup00000352	13	13	16	14	13	4	12	13	7	8	18	6	22	3	20	15	17	15	11	24	17	10	17	7	12	8	27	6	23	6	7	12	7	7	
isogroup00000353	5	14	13	16	6	7	7	5	8	11	8	12	8	10	13	7	6	12	10	7	19	16	15	3	9	14	16	8	15	2	15	7	11	9	
isogroup00000354	6	0	1	2	4	3	3	1	0	1	1	2	1	3	2	5	2	3	3	8	0	2	0	2	0	4	5	3	4	1	3	0	6	0	
isogroup00000355	1	1	4	2	3	1	2	4	4	0	1	7	1	3	4	5	1	2	3	0	3	0	1	1	1	5	1	0	1	2	2	1	4	1	
isogroup00000356	12	3	15	7	21	35	3	20	14	14	2	23	2	13	5	18	17	6	19	18	6	13	2	14	5	15	28	5	24	6	16	4	16	1	
isogroup00000357	203	28	224	56	139	187	30	237	178	229	13	159	72	196	46	127	202	46	124	261	45	111	31	120	50	234	160	52	94	50	142	56	235	35	
isogroup00000358	51	29	36	36	29	34	19	60	46	31	27	21	40	27	27	42	35	48	15	44	44	18	30	36	27	51	33	34	39	29	22	22	38	31	
isogroup00000359	0	2	1	1	2	4	5	1	1	0	1	1	3	2	0	3	1	2	1	2	1	1	1	3	5	0	1	2	1	2	2	2	1	0	
isogroup00000360	10	4	6	2	12	5	0	4	5	7	1	4	3	10	1	11	8	7	5	18	2	1	2	10	7	10	7	5	3	4	6	6	3	1	
isogroup00000361	51	24	65	26	104	67	19	58	29	50	18	57	16	56	16	73	78	19	89	86	18	71	20	50	16	78	73	22	99	15	61	23	71	10	
isogroup00000362	55	60	84	85	72	56	46	66	46	46	49	36	75	58	52	75	59	84	33	71	68	54	62	39	57	89	62	60	51	58	62	45	69	57	
